Date,Open,High,Low,Close,Volume
26-09-11,57.122856,57.71143,55.900002,57.595715,203219100
27-09-11,58.389999,58.464287,56.865715,57.037144,158124400
28-09-11,57.169998,57.677143,56.644287,56.715714,107409400
29-09-11,57.417141,57.458572,55.172855,55.795715,162771700
30-09-11,55.302856,55.555714,54.454285,54.474285,136910200
03-10-11,54.33857,54.662857,53.310001,53.514286,167274800
04-10-11,53.509998,54.542858,50.605713,53.214287,308419300
05-10-11,52.55143,54.259998,51.471428,54.035713,196617400
06-10-11,53.332859,54.968571,53.114285,53.91,203145600
07-10-11,53.682858,53.962856,52.64143,52.828571,133864500
10-10-11,54.155716,55.544285,54.029999,55.544285,110628700
11-10-11,56.081429,57.597141,55.92857,57.184284,151421900
12-10-11,58.191429,58.464287,57.162857,57.455715,155571500
13-10-11,57.854286,58.347141,57.549999,58.347141,106546300
14-10-11,59.547142,60.285713,59.324287,60.285713,143341800
17-10-11,60.248573,60.957142,59.419998,59.998573,171511200
18-10-11,60.251427,60.687141,59.427143,60.32,220400600
19-10-11,57.335712,58.345715,56.828571,56.945713,276014900
20-10-11,57.142857,57.192856,56.315716,56.472858,137317600
21-10-11,56.871429,57.02,55.82143,56.124287,155311100
24-10-11,56.597141,58.07143,56.485714,57.967144,125534500
25-10-11,57.861427,58.078571,56.76857,56.824287,107606800
26-10-11,57.394287,57.507141,56.164288,57.228573,114076200
27-10-11,58.222858,58.42857,57.412857,57.812859,123666200
28-10-11,57.57143,58.049999,57.501427,57.849998,80710700
31-10-11,57.488571,58.475716,57.292858,57.825714,96375300
01-11-11,56.772858,57.07143,56.174286,56.644287,132947500
02-11-11,57.155716,57.205715,56.444286,56.772858,81837700
03-11-11,57.009998,57.628571,56.48,57.581429,110346600
04-11-11,57.432858,57.634285,57.022858,57.177143,75557300
07-11-11,57.130001,57.142857,56.59,57.104286,67568900
08-11-11,57.458572,58.285713,57.365715,58.032856,100110500
09-11-11,56.709999,57.27,56.318573,56.468571,139671000
10-11-11,56.718571,56.744286,54.592857,55.031429,186188100
11-11-11,55.23,55.528572,54.322857,54.945713,163446500
14-11-11,54.78857,55.035713,54.028572,54.18,108226300
15-11-11,54.400002,55.642857,54.207142,55.547142,107702700
16-11-11,55.607143,55.877144,54.902859,54.967144,87302600
17-11-11,54.854286,54.939999,53.642857,53.915714,119975100
18-11-11,54.131428,54.284286,53.554287,53.562859,92984500
21-11-11,52.914288,53.097141,52.272858,52.715714,111995100
22-11-11,53.002857,53.990002,52.991428,53.787144,102255300
23-11-11,53.501427,53.691429,52.41143,52.427143,107067800
25-11-11,52.631428,53.021427,51.902859,51.938572,63690200
28-11-11,53.192856,53.817142,52.904285,53.73143,86603300
29-11-11,53.691429,54.118572,52.885715,53.314285,93963800
30-11-11,54.470001,54.611427,54.042858,54.599998,101484600
01-12-11,54.648571,55.57143,54.392857,55.418571,96795300
02-12-11,55.689999,56.232857,55.511429,55.671429,94763900
05-12-11,56.212856,56.630001,55.77,56.144287,89302500
06-12-11,56.072857,56.375713,55.625713,55.849998,70899500
07-12-11,55.704285,55.848572,55.251427,55.584286,76186600
08-12-11,55.921429,56.5,55.747143,55.808571,94089100
09-12-11,56.121429,56.291428,55.861427,56.23143,74248300
12-12-11,55.954285,56.271427,55.635715,55.977142,75266800
13-12-11,56.142857,56.485714,55.299999,55.544285,84732200
14-12-11,55.242859,55.34,53.954285,54.312859,101721900
15-12-11,54.761429,54.82,54.044285,54.134285,64050000
16-12-11,54.337143,54.878571,54.224285,54.431427,105369600
19-12-11,54.638573,54.978573,54.354286,54.601429,58882600
20-12-11,55.394287,56.585712,55.322857,56.564285,84303800
21-12-11,56.669998,56.757141,56.001427,56.635715,65737000
22-12-11,56.714287,57.01857,56.585712,56.935715,50589700
23-12-11,57.098572,57.655716,57.07,57.618572,67349800
27-12-11,57.585712,58.441429,57.574287,58.075714,66269000
28-12-11,58.127144,58.32143,57.334286,57.52,57165500
29-12-11,57.628571,57.950001,57.215714,57.874287,53994500
30-12-11,57.644287,58.040001,57.64143,57.857143,44915500
03-01-12,58.485714,58.92857,58.42857,58.747143,75555200
04-01-12,58.57143,59.240002,58.468571,59.062859,65005500
05-01-12,59.278572,59.792858,58.952858,59.718571,67817400
06-01-12,59.967144,60.392857,59.888573,60.342857,79573200
09-01-12,60.785713,61.107143,60.192856,60.247143,98506100
10-01-12,60.844284,60.857143,60.214287,60.462856,64549100
11-01-12,60.382858,60.407143,59.901428,60.364285,53771200
12-01-12,60.325714,60.414288,59.82143,60.19857,53146800
13-01-12,59.957142,60.064285,59.808571,59.972858,56505400
17-01-12,60.599998,60.855713,60.422855,60.671429,60724300
18-01-12,60.994286,61.352856,60.900002,61.30143,69197800
19-01-12,61.450001,61.624287,60.93,61.107143,65434600
20-01-12,61.07,61.07143,59.964287,60.042858,103493600
23-01-12,60.381428,61.207142,60.328571,61.058571,76515600
24-01-12,60.728573,60.728573,59.935715,60.058571,136909500
25-01-12,64.919998,64.921425,63.389999,63.808571,239578500
26-01-12,64.05143,64.112854,63.305714,63.51857,80996300
27-01-12,63.477142,64.068573,63.395714,63.897144,74927300
30-01-12,63.672855,64.842857,63.627144,64.715714,94835300
31-01-12,65.084282,65.46286,64.724289,65.211426,97920900
01-02-12,65.487144,65.57,65.078575,65.169998,67511500
02-02-12,65.128571,65.309998,64.854286,65.017143,46699100
03-02-12,65.328575,65.714287,65.080002,65.668571,71649900
06-02-12,65.482857,66.425713,65.457146,66.281425,62353200
07-02-12,66.464287,67.10714,66.368568,66.975716,79055900
08-02-12,67.214287,68.112854,67.099998,68.097145,101972500
09-02-12,68.68,70.964287,68.651428,70.452858,221053700
10-02-12,70.137146,71.08857,69.792854,70.488571,157825500
13-02-12,71.361427,71.975716,71.012856,71.800003,129304000
14-02-12,72.094284,72.794289,71.714287,72.779999,115099600
15-02-12,73.465714,75.184288,70.984283,71.095711,376530000
16-02-12,70.214287,72.127144,69.51857,71.744286,236138000
17-02-12,71.872856,72.538574,71.471428,71.73143,133951300
21-02-12,72.41143,73.550003,72.017143,73.550003,151398800
22-02-12,73.297142,73.641426,72.724289,73.291428,120825600
23-02-12,73.582855,73.975716,72.785713,73.769997,142006900
24-02-12,74.238571,74.699997,74.091431,74.629997,103768000
27-02-12,74.472855,75.5,73.754288,75.108574,136895500
28-02-12,75.422859,76.487144,75.121429,76.487144,150096800
29-02-12,77.365715,78.230003,76.528572,77.491432,238002800
01-03-12,78.309998,78.315712,76.96714,77.781425,170817500
02-03-12,77.748573,78.114288,77.502853,77.882858,107928100
05-03-12,77.917145,78.211426,75.14286,76.165718,202281100
06-03-12,74.808571,76.241432,73.745712,75.751427,202559700
07-03-12,76.685715,76.825714,74.757141,75.812859,199630200
08-03-12,76.384285,77.57,76.017143,77.427139,129114300
09-03-12,77.744286,78.248573,77.587143,77.881432,104729800
12-03-12,78.425713,78.85714,78.14286,78.85714,101820600
13-03-12,79.648575,81.168571,79.39286,81.157143,172713800
14-03-12,82.578575,84.959999,82.199997,84.225716,354711000
15-03-12,85.658569,85.715714,82.650002,83.651428,289929500
16-03-12,83.531425,84.171425,82.571426,83.652855,206371900
19-03-12,85.48143,85.96714,84.150002,85.871429,225309000
20-03-12,85.644287,86.699997,84.497147,86.565712,204165500
21-03-12,86.105713,87.092857,85.915718,86.071426,161010500
22-03-12,85.397141,86.35714,85.075714,85.620003,155967700
23-03-12,85.784286,85.971428,84.914284,85.150002,107622200
26-03-12,85.684288,86.735718,85.03714,86.711426,148935500
27-03-12,86.597145,88.040001,86.580002,87.78286,151782400
28-03-12,88.339996,88.778572,87.187141,88.23143,163865100
29-03-12,87.540001,88.080002,86.747147,87.122856,152059600
30-03-12,86.96714,87.222855,85.419998,85.650002,182759500
02-04-12,85.975716,88.395714,85.76857,88.375717,149587900
03-04-12,89.614288,90.315712,88.93,89.902855,208639900
04-04-12,89.192856,89.408569,88.14286,89.187141,143245200
05-04-12,89.568573,90.665718,89.057144,90.525711,160324500
09-04-12,89.447144,91.405716,89.328575,90.889999,149384200
10-04-12,91.418571,92,89.428574,89.777145,222431300
11-04-12,90.885712,90.98143,89.048569,89.457146,174153700
12-04-12,89.285713,90.190002,88.64286,88.96714,153584200
13-04-12,89.158569,89.242859,86.215714,86.461426,214911200
16-04-12,87.151428,87.182854,82.60714,82.875717,262696700
17-04-12,82.705711,87.14286,81.701431,87.099998,256382000
18-04-12,87.674286,88.60714,86.101425,86.905716,238632800
19-04-12,85.745712,86.389999,83.502853,83.919998,208679800
20-04-12,84.482857,84.945717,81.488571,81.854286,257746300
23-04-12,81.515717,82.381432,79.517143,81.671425,241632300
24-04-12,80.372856,81.098572,79.285713,80.040001,269037300
25-04-12,87.94857,88.285713,86.571426,87.14286,226444400
26-04-12,87.752853,87.812859,86.01857,86.814285,134017100
27-04-12,86.438568,86.597145,85.785713,86.14286,101680600
30-04-12,85.400002,85.485718,83.285713,83.425713,126536200
01-05-12,83.557144,85.251427,83.03286,83.16143,152749800
02-05-12,82.891426,83.914284,82.694283,83.711426,106847300
03-05-12,84.35714,84.485718,82.900002,83.117142,97637400
04-05-12,82.440002,82.622856,80.738571,80.75,132498100
07-05-12,80.214287,81.824287,80.175713,81.354286,115029600
08-05-12,81.368568,81.64286,79.818573,81.168571,124313000
09-05-12,80.528572,81.997147,80.121429,81.311432,120176000
10-05-12,82.082855,82.26857,81.205711,81.502853,83300000
11-05-12,80.714287,82.067146,80.621429,80.958572,99886500
14-05-12,80.367142,81.072861,79.657143,79.745712,88156600
15-05-12,80.207146,80.459999,78.821426,79.024284,119084000
16-05-12,79.150002,79.555717,77.291428,78.011429,140224000
17-05-12,77.901428,78.214287,75.73143,75.73143,179305000
18-05-12,76.279999,77.629997,74.597145,75.76857,183073100
21-05-12,76.35714,80.220001,76.292854,80.182854,157776500
22-05-12,81.364288,81.982857,78.940002,79.567146,173717600
23-05-12,79.64286,81.828575,79.03286,81.508568,146224400
24-05-12,82.267143,82.35714,80.175713,80.760002,124057500
25-05-12,80.655716,80.835716,79.781425,80.327141,82126800
29-05-12,81.557144,82,80.758568,81.752853,95127200
30-05-12,81.314285,82.855713,80.937141,82.738571,132357400
31-05-12,82.96286,83.071426,81.637146,82.53286,122918600
01-06-12,81.308571,81.807144,80.074287,80.141426,130246900
04-06-12,80.214287,81.071426,78.35714,80.612854,139248900
05-06-12,80.181427,80.924286,79.761429,80.404289,97053600
06-06-12,81.110001,81.978569,80.785713,81.637146,100363900
07-06-12,82.470001,82.474289,81.5,81.674286,94941700
08-06-12,81.657143,82.940002,81.285713,82.902855,86879100
11-06-12,83.959999,84.071426,81.51857,81.595711,147816200
12-06-12,82.065712,82.374283,80.957146,82.308571,108845100
13-06-12,82.074287,82.639999,81.482857,81.737144,73395000
14-06-12,81.605713,81.928574,81.03714,81.647141,86393300
15-06-12,81.571426,82.08857,81.364288,82.01857,83813800
18-06-12,81.565712,83.984283,81.48143,83.682854,110103000
19-06-12,83.342857,84.285713,83.300003,83.915718,90351100
20-06-12,84.029999,84.178574,82.971428,83.677139,89735800
21-06-12,83.634285,84.031425,82.491432,82.524284,81587800
22-06-12,82.720001,83.169998,82.202858,83.157143,71117900
25-06-12,82.471428,82.828575,81.48143,81.538574,76095600
26-06-12,81.618568,82.07,81.047142,81.718575,69134100
27-06-12,82.14286,82.391426,81.702858,82.071426,50749300
28-06-12,81.667145,82,80.80143,81.292854,70709100
29-06-12,82.571426,83.428574,82.035713,83.428574,105375200
02-07-12,83.53286,84.781425,83.371429,84.645714,100023000
03-07-12,84.982857,85.714287,84.85714,85.629997,60428200
05-07-12,85.794289,87.762856,85.664284,87.134285,121095800
06-07-12,86.727142,86.919998,85.940002,86.554283,104732600
09-07-12,86.471428,87.699997,86.30143,87.69857,94851400
10-07-12,88.281425,88.552856,86.472855,86.887146,127989400
11-07-12,86.58857,86.808571,85.317146,86.347145,117330500
12-07-12,85.748573,86.209999,84.668571,85.557144,107010400
13-07-12,86.135712,86.741432,85.714287,86.424286,77856800
16-07-12,86.445717,87.374283,86.431427,86.701431,75315100
17-07-12,87.255714,87.35714,86.164284,86.705711,73406200
18-07-12,86.655716,86.905716,86.222855,86.608574,63175000
19-07-12,87.325714,87.907143,86.571426,87.760002,109215400
20-07-12,87.575714,87.777145,86.242859,86.328575,99367800
23-07-12,84.914284,86.557144,83.958572,86.261429,121993900
24-07-12,86.76857,87.097145,85.501427,85.845711,141283100
25-07-12,82.065712,82.971428,81.428574,82.138573,219328200
26-07-12,82.822861,82.914284,81.480003,82.125717,101658200
27-07-12,82.144287,83.690002,81.655716,83.594284,100984100
30-07-12,84.417145,85.634285,83.974289,85.004288,94785600
31-07-12,86.175713,87.385712,86.102859,87.251427,115581900
01-08-12,87.987144,88.057144,86.14286,86.687141,96125400
02-08-12,86.120003,87.241432,85.75,86.827141,83039600
03-08-12,87.66143,88.28286,87.365715,87.957146,86230200
06-08-12,88.184288,89.267143,87.894287,88.935715,75525800
07-08-12,88.96714,89.285713,88.291428,88.701431,72611700
08-08-12,88.484283,89.125717,88.157143,88.55143,61176500
09-08-12,88.264282,88.818573,88.257141,88.675713,55410600
10-08-12,88.387146,88.822861,88.385712,88.814285,48734700
13-08-12,89.055717,90,89.035713,90,69708100
14-08-12,90.267143,91.230003,90.029999,90.241432,85042300
15-08-12,90.185715,90.571426,89.678574,90.118568,64335600
16-08-12,90.172859,90.965714,90.071426,90.905716,63633500
17-08-12,91.428574,92.598572,91.258568,92.587143,110690300
20-08-12,92.858574,95.021431,92.842857,95.021431,153346200
21-08-12,95.831429,96.41143,92.904289,93.722855,203179900
22-08-12,93.488571,95.571426,92.587143,95.552856,141330700
23-08-12,95.158569,95.699997,94.449997,94.66143,105032200
24-08-12,94.215714,95.639999,93.650002,94.745712,109335100
27-08-12,97.141426,97.267143,96.220001,96.525711,106752100
28-08-12,96.425713,96.585716,95.809998,96.400002,66854200
29-08-12,96.464287,96.809998,96.085716,96.209999,50701700
30-08-12,95.805717,95.935715,94.692856,94.83857,75674900
31-08-12,95.321426,95.514282,93.89286,95.034286,84580300
04-09-12,95.108574,96.44857,94.928574,96.424286,91973000
05-09-12,96.510002,96.621429,95.657143,95.747147,84093800
06-09-12,96.167145,96.898575,95.828575,96.610001,97799100
07-09-12,96.864288,97.497147,96.538574,97.205711,82416600
10-09-12,97.207146,97.612854,94.585716,94.677139,121999500
11-09-12,95.015717,95.728569,93.785713,94.370003,125995800
12-09-12,95.264282,95.699997,93.714287,95.684288,178058300
13-09-12,96.767143,97.928574,96.395714,97.568573,149590000
14-09-12,98.565712,99.568573,98.269997,98.754288,150118500
17-09-12,99.907143,99.971428,99.230003,99.968575,99507800
18-09-12,99.982857,100.332855,99.488571,100.272858,93375800
19-09-12,100.03714,100.57,99.938568,100.300003,81718700
20-09-12,99.879997,100.008568,99.08857,99.814285,84142100
21-09-12,100.344284,100.724289,99.908569,100.012856,142897300
24-09-12,98.122856,99.302856,97.571426,98.684288,159941600
25-09-12,98.322861,98.968575,96.14286,96.220001,129697400
26-09-12,95.534286,96.098572,94.457146,95.025711,144125800
27-09-12,94.898575,97.452858,94.335716,97.331429,148522500
28-09-12,96.964287,97.30143,95.25,95.300003,133777700
01-10-12,95.879997,96.678574,93.785713,94.19857,135898700
02-10-12,94.544289,95.192856,92.949997,94.472855,156998100
03-10-12,94.980003,95.980003,94.66143,95.921425,106070300
04-10-12,95.89286,96.321426,95.078575,95.257141,92681400
05-10-12,95.028572,95.14286,93.040001,93.227142,148501500
08-10-12,92.41143,92.508568,90.872856,91.167145,159498500
09-10-12,91.235718,91.498573,89.078575,90.835716,209649300
10-10-12,91.391426,92.139999,91,91.558571,127589000
11-10-12,92.35714,92.457146,89.728569,89.728569,136520300
12-10-12,89.937141,90.76857,89.328575,89.958572,115003700
15-10-12,90.335716,90.732857,89.121429,90.68,108125500
16-10-12,90.767143,92.900002,90.14286,92.827141,137442900
17-10-12,92.695717,93.255714,92,92.087143,97259400
18-10-12,91.370003,91.722855,90,90.377144,119156100
19-10-12,90.150002,90.252853,87.08857,87.120003,186021500
22-10-12,87.488571,90.76857,87.251427,90.575714,136682700
23-10-12,90.14286,90.557144,87.385712,87.622856,176786400
24-10-12,88.777145,89.507141,87.234283,88.118568,139631800
25-10-12,88.571426,88.85714,86.507141,87.077141,164081400
26-10-12,87.061432,87.714287,84.428574,86.285713,254608200
31-10-12,84.982857,85.994286,83.957146,85.045715,127500800
01-11-12,85.459999,86.14286,84.881432,85.220001,90324500
02-11-12,85.127144,85.278572,82.10714,82.400002,149843400
05-11-12,83.360001,83.96714,82.514282,83.517143,132283900
06-11-12,84.318573,84.391426,82.870003,83.264282,93729300
07-11-12,81.977142,82.077141,79.39286,79.714287,198412200
08-11-12,80.089996,80.318573,76.470001,76.821426,264036500
09-11-12,77.202858,79.26857,76.245712,78.151428,232478400
12-11-12,79.164284,79.214287,76.949997,77.547142,128950500
13-11-12,76.987144,78.639999,76.622856,77.557144,133237300
14-11-12,77.928574,78.207146,76.597145,76.697144,119292600
15-11-12,76.790001,77.071426,74.660004,75.08857,197477700
16-11-12,75.028572,75.714287,72.25,75.382858,316723400
19-11-12,77.244286,81.071426,77.125717,80.818573,205829400
20-11-12,81.701431,81.707146,79.225716,80.129997,160688500
21-11-12,80.60714,81.052856,79.514282,80.242859,93250500
23-11-12,81.024284,81.714287,80.371429,81.64286,68206600
26-11-12,82.271431,84.285713,81.958572,84.218575,157644900
27-11-12,84.221428,84.345711,82.871429,83.540001,133332500
28-11-12,82.46714,83.685715,81.751427,83.277145,130216100
29-11-12,84.317146,84.89286,83.60714,84.194283,128674700
30-11-12,83.827141,84.057144,83.239998,83.611427,97829900
03-12-12,84.807144,84.941429,83.64286,83.741432,91070000
04-12-12,83.114288,83.114288,81.732857,82.264282,139267100
05-12-12,81.272858,81.321426,76.96714,76.970001,261159500
06-12-12,75.562859,79.044289,74.089996,78.177139,294303100
07-12-12,79.057144,79.314285,75.714287,76.178574,196760200
10-12-12,75,76.93,74.511429,75.688568,157621100
11-12-12,77.110001,78.508568,76.767143,77.341431,148086400
12-12-12,78.252853,78.285713,76.610001,77,121786000
13-12-12,75.878571,76.805717,75.114288,75.669998,156314900
14-12-12,73.535713,74.01857,72.225716,72.827141,252394800
17-12-12,72.704285,74.285713,71.604286,74.118568,189401800
18-12-12,75,76.414284,74.321426,76.271431,156421300
19-12-12,75.924286,76.242859,75.071426,75.187141,112342300
20-12-12,75.714287,75.742859,74.125717,74.53286,120422400
21-12-12,73.209999,74.238571,72.891426,74.190002,149067100
24-12-12,74.335716,74.89286,74.101425,74.309998,43938300
26-12-12,74.14286,74.208572,73.017143,73.285713,75609100
27-12-12,73.362854,73.75,72.094284,73.580002,113780100
28-12-12,72.898575,73.497147,72.58857,72.798569,88569600
31-12-12,72.932854,76.485718,72.714287,76.024284,164873100
02-01-13,79.117142,79.285713,77.375717,78.432854,140129500
03-01-13,78.26857,78.524284,77.285713,77.442856,88241300
04-01-13,76.709999,76.947144,75.118568,75.285713,148583400
07-01-13,74.571426,75.614288,73.599998,74.842857,121039100
08-01-13,75.601425,75.984283,74.464287,75.044289,114676800
09-01-13,74.64286,75.001427,73.71286,73.871429,101901100
10-01-13,75.507141,75.531425,73.645714,74.78714,150286500
11-01-13,74.428574,75.045715,74.145714,74.328575,87626700
14-01-13,71.811432,72.5,71.215714,71.678574,183551900
15-01-13,71.185715,71.284286,69.054283,69.417145,219193100
16-01-13,70.662857,72.777145,70.35714,72.298569,172701200
17-01-13,72.901428,72.964287,71.718575,71.811432,113419600
18-01-13,71.21714,71.745712,70.914284,71.428574,118230700
22-01-13,72.080002,72.554283,70.947144,72.110001,115386600
23-01-13,72.687141,73.57,72.110001,73.43,215377400
24-01-13,65.714287,66.53286,64.321426,64.35714,365213100
25-01-13,64.527145,65.175713,62.142857,62.84,302006600
28-01-13,62.547142,64.744286,62.265713,64.261429,196379400
29-01-13,65.5,65.742859,64.58857,65.46714,142789500
30-01-13,65.285713,66.085716,64.928574,65.261429,104288800
31-01-13,65.28286,65.611427,64.997147,65.07,79833600
01-02-13,65.587143,65.639999,64.050003,64.802856,134871100
04-02-13,64.844284,65.134285,63.142857,63.188572,119279300
05-02-13,63.435715,65.677139,63.174286,65.405716,143336900
06-02-13,65.209999,66.64286,64.654289,65.335716,148426600
07-02-13,66.178574,67.14286,64.874283,66.888573,176145200
08-02-13,67.714287,68.401428,66.89286,67.854286,158289600
11-02-13,68.071426,69.277145,67.60714,68.561432,129372600
12-02-13,68.501427,68.91143,66.82,66.842857,152263300
13-02-13,66.744286,67.662857,66.174286,66.715714,118801900
14-02-13,66.360001,67.377144,66.288574,66.655716,88818800
15-02-13,66.978569,67.165718,65.702858,65.737144,97936300
19-02-13,65.871429,66.104286,64.835716,65.71286,108945900
20-02-13,65.384285,65.384285,64.114288,64.121429,119075600
21-02-13,63.714287,64.167145,63.259998,63.722858,111795600
22-02-13,64.178574,64.514282,63.799999,64.401428,82663700
25-02-13,64.835716,65.017143,63.224285,63.257141,93144800
26-02-13,63.402859,64.505714,62.522858,64.138573,125374900
27-02-13,64.061432,64.634285,62.950001,63.509998,146837600
28-02-13,63.435715,63.98143,63.057144,63.057144,80628800
01-03-13,62.57143,62.597141,61.425713,61.495716,138112100
04-03-13,61.114285,61.171429,59.857143,60.007141,145688900
05-03-13,60.21143,62.169998,60.107143,61.591427,159608400
06-03-13,62.072857,62.17857,60.632858,60.808571,115062500
07-03-13,60.642857,61.715714,60.151428,61.511429,117118400
08-03-13,61.400002,62.204285,61.23,61.674286,97870500
11-03-13,61.392857,62.715714,60.734287,62.552856,118559000
12-03-13,62.228573,62.697144,61.081429,61.204285,116477900
13-03-13,61.207142,62.07143,60.765713,61.192856,101387300
14-03-13,61.832859,62.091427,61.492859,61.785713,75968900
15-03-13,62.561428,63.46143,62.464287,63.380001,160990200
18-03-13,63.064285,65.351425,63.028572,65.102859,151549300
19-03-13,65.64286,65.852859,64.071426,64.927139,131693800
20-03-13,65.345711,65.375717,64.227142,64.582855,77165200
21-03-13,64.317146,65.425713,64.300003,64.675713,95813900
22-03-13,64.940002,66.014282,64.730003,65.987144,98776300
25-03-13,66.384285,67.135712,65.968575,66.225716,125283900
26-03-13,66.491432,66.548569,65.790001,65.877144,73573500
27-03-13,65.208572,65.257141,64.389999,64.582855,82809300
28-03-13,64.260002,64.545715,63.08857,63.237144,110709900
01-04-13,63.128571,63.385715,61.105713,61.272858,97433000
02-04-13,61.085712,62.591427,60.914288,61.398571,132379800
03-04-13,61.624287,62.468571,61.472858,61.712856,90804000
04-04-13,61.965714,62.142857,60.75,61.102856,89611900
05-04-13,60.642857,60.707142,59.954285,60.457142,95923800
08-04-13,60.692856,61.07143,60.355713,60.887142,75207300
09-04-13,60.908573,61.214287,60.392857,60.997143,76653500
10-04-13,61.157143,62.437141,60.85857,62.241428,93982000
11-04-13,61.959999,62.57,61.599998,62.047142,82091100
12-04-13,62.021427,62.021427,61.298573,61.400002,59653300
15-04-13,61,61.127144,59.935715,59.978573,79380000
16-04-13,60.224285,60.944286,60.081429,60.89143,76442800
17-04-13,60.03857,60.085712,56.872856,57.542858,236264000
18-04-13,57.855713,57.970001,55.677143,56.007141,166574800
19-04-13,55.424286,57.085712,55.014286,55.790001,152318600
22-04-13,56.091427,57.457142,55.895714,56.952858,107480100
23-04-13,57.712856,58.34,56.972858,58.01857,166059600
24-04-13,56.220001,59.32143,56.07143,57.922855,242412800
25-04-13,58.747143,59.134285,58.142857,58.34,96209400
26-04-13,58.544285,59.824287,58.32143,59.599998,191024400
29-04-13,60.064285,61.945713,60,61.445713,160081600
30-04-13,62.157143,63.607143,61.724285,63.254284,172884600
01-05-13,63.494286,63.561428,62.055714,62.755714,126727300
02-05-13,63.111427,64.084282,62.947144,63.645714,105457100
03-05-13,64.472855,64.747147,64.164284,64.28286,90325200
06-05-13,65.101425,66.028572,64.901428,65.815712,124160400
07-05-13,66.424286,66.535713,64.814285,65.522858,120938300
08-05-13,65.577141,66.48143,65.115715,66.262856,118149500
09-05-13,65.687141,66.14286,65.082855,65.252853,99621900
10-05-13,65.424286,65.672859,64.354286,64.709999,83713000
13-05-13,64.501427,65.414284,64.5,64.96286,79237200
14-05-13,64.835716,65.028572,63.164288,63.408573,111779500
15-05-13,62.737144,63,60.337143,61.264286,185403400
16-05-13,60.462856,62.549999,59.842857,62.082859,150801000
17-05-13,62.721428,62.869999,61.572857,61.894287,106976100
20-05-13,61.701427,63.685715,61.442856,63.275715,112894600
21-05-13,62.592857,63.639999,62.028572,62.808571,114005500
22-05-13,63.435715,64.050003,62.602856,63.049999,110759600
23-05-13,62.278572,63.737144,62.255714,63.162857,88255300
24-05-13,62.978573,63.665714,62.908573,63.592857,69041700
28-05-13,64.271431,64.444283,62.978573,63.062859,96536300
29-05-13,62.857143,63.92857,62.771427,63.564285,82644100
30-05-13,63.664288,64.928574,63.501427,64.511429,88379900
31-05-13,64.64286,65.300003,64.214287,64.247147,96075700
03-06-13,64.389999,64.622856,63.21143,64.388573,93088100
04-06-13,64.745712,64.918571,63.912857,64.187141,73182200
05-06-13,63.664288,64.388573,63.387142,63.587143,72647400
06-06-13,63.638573,63.857143,62.007141,62.637142,104233500
07-06-13,62.357143,63.32,61.824287,63.115715,101133900
10-06-13,63.532856,64.154289,62.400002,62.69857,112538300
11-06-13,62.248573,63.251427,61.902859,62.514286,71528100
12-06-13,62.785713,63.035713,61.642857,61.741428,66306800
13-06-13,61.785713,62.44857,61.25,62.279999,71458100
14-06-13,62.200001,62.327145,61.214287,61.435715,67966500
17-06-13,61.634285,62.242859,61.48,61.714287,64853600
18-06-13,61.651428,62.128571,61.458572,61.681427,48756400
19-06-13,61.628571,61.665714,60.42857,60.42857,77735000
20-06-13,59.900002,60.854286,59.310001,59.548573,89327700
21-06-13,59.784286,60,58.299999,59.07143,120279600
24-06-13,58.200001,58.380001,56.864285,57.505714,120186500
25-06-13,57.957142,58.255714,56.975716,57.51857,78540700
26-06-13,57.700001,57.827145,56.522858,56.867142,91931000
27-06-13,57.035713,57.341427,56.220001,56.254284,84311500
28-06-13,55.908573,57.181427,55.552856,56.647144,144629100
01-07-13,57.527142,58.895714,57.317142,58.459999,97763400
02-07-13,58.565716,60.232857,58.495716,59.784286,117466300
03-07-13,60.122856,60.425713,59.635715,60.114285,60232200
05-07-13,60.055714,60.470001,59.335712,59.631428,68506200
08-07-13,60.015713,60.142857,58.664288,59.292858,74534600
09-07-13,59.085712,60.5,58.625713,60.335712,88146100
10-07-13,59.942856,60.685715,59.75,60.104286,70351400
11-07-13,60.421429,61.17857,60.167141,61.041428,81573100
12-07-13,61.092857,61.398571,60.487144,60.93,69890800
15-07-13,60.715714,61.637142,60.685715,61.062859,60479300
16-07-13,60.931427,61.529999,60.595715,61.457142,54134500
17-07-13,61.385715,61.745716,61.174286,61.472858,49747600
18-07-13,61.91143,62.124287,61.515713,61.68,54719700
19-07-13,61.871429,61.997143,60.621429,60.707142,67180400
22-07-13,61.351429,61.392857,60.781429,60.901428,51949100
23-07-13,60.857143,60.994286,59.815716,59.855713,92348900
24-07-13,62.704285,63.512856,62.18,62.93,147984200
25-07-13,62.957142,63.057144,62.258572,62.642857,57373400
26-07-13,62.185715,63.005714,62.048573,62.998573,50038100
29-07-13,62.971428,64.284286,62.885715,63.970001,62014400
30-07-13,64.279999,65.307144,64.175713,64.760002,77355600
31-07-13,64.998573,65.334282,64.204285,64.647141,80739400
01-08-13,65.10714,65.257141,64.751427,65.239998,51562700
02-08-13,65.43,66.121429,65.237144,66.077141,68695900
05-08-13,66.384285,67.238571,66.021431,67.064285,79713900
06-08-13,66.860001,67.412857,66.024284,66.464287,83714400
07-08-13,66.257141,66.714287,65.96714,66.425713,74714500
